Code,Amount,Units,Time,Province,CustomerId,Supermarket No,Basket,Day,Voucher
I0008,41.35081588035028,7.45093079023589,2024-10-08,P1,C901,S006,B229,Tuesday,N
I0033,39.555364802936616,2.48249909799354,2024-09-22,P1,C243,S002,B140,Sunday,N
I0001,6.4217282479119895,0.8807142164287853,2024-06-25,P1,C571,S008,B362,Tuesday,N
I0000,53.57177368376276,5.295964994897942,2024-06-21,P1,C850,S009,B124,Friday,N
I0008,35.44254129894627,3.9173289650801775,2024-06-24,P1,C395,S008,B26,Monday,N
I0019,84.6918419110582,7.18441624532827,2024-11-17,P1,C986,S009,B180,Sunday,N
I0034,3.5529825390722785,0.4838280571667404,2024-06-25,P1,C184,S005,B20,Tuesday,N
I0028,106.6647996259888,6.584070214636469,2024-12-29,P1,C953,S002,B47,Sunday,N
I0020,84.36833970152739,5.723432617124429,2024-08-05,P1,C129,S002,B294,Monday,N
I0028,130.58335016718522,9.1428737239033,2024-05-20,P1,C970,S004,B176,Monday,N
I0013,30.318469237184427,4.213684224275236,2024-12-10,P1,C73,S003,B392,Tuesday,N
I0021,80.08802257959879,5.083432763052358,2024-01-22,P1,C530,S001,B176,Monday,N
I0003,22.733927009761608,6.527562578353491,2024-05-19,P1,C480,S006,B135,Sunday,N
I0031,13.607011199572058,5.619082288142033,2024-12-03,P1,C687,S008,B2,Tuesday,N
I0033,23.76006593763284,7.200402270243439,2024-09-28,P1,C46,S003,B34,Saturday,N
I0026,55.37928187194934,4.773152756074497,2024-10-29,P1,C612,S007,B310,Tuesday,N
I0004,5.691212343674697,1.5298943852897398,2024-09-30,P1,C66,S008,B198,Monday,N
I0011,60.65466886513116,3.1376316069788404,2024-06-13,P1,C780,S000,B37,Thursday,N
I0034,149.8823262607617,7.903364383572429,2024-05-02,P1,C97,S004,B119,Thursday,N
I0014,67.28822328621301,6.987181299393406,2024-01-10,P1,C63,S009,B221,Wednesday,N
I0031,21.86300473937831,1.4276836151073098,2024-01-17,P1,C470,S003,B89,Wednesday,N
I0004,76.32995087201824,6.855017964232798,2024-10-12,P1,C329,S004,B223,Saturday,N
I0032,10.644622879127844,3.1172889729844973,2024-09-14,P1,C812,S005,B187,Saturday,N
I0035,66.56490645808073,7.037526799901289,2024-12-28,P1,C21,S001,B142,Saturday,N
I0006,64.19812416546458,3.261951818868477,2024-10-04,P1,C795,S006,B380,Friday,N
I0026,52.16645626139366,3.799243297104156,2024-12-17,P1,C826,S009,B333,Tuesday,N
I0007,100.34649903622643,6.744037362249695,2024-08-13,P1,C300,S005,B137,Tuesday,N
I0014,102.19586748517774,5.927397590885631,2024-03-18,P1,C780,S006,B302,Monday,N
I0032,23.779718457819403,3.487960837882886,2024-12-04,P1,C735,S009,B156,Wednesday,N
I0036,0.0,0.0,2024-11-03,P1,C177,S002,B289,Sunday,N
I0012,22.96300934560272,5.1583346822185385,2024-12-19,P1,C631,S006,B108,Thursday,N
I0049,38.05876156484972,4.340370317460319,2024-07-09,P1,C791,S009,B356,Tuesday,N
I0035,36.42098984604793,4.973952853645324,2024-04-17,P1,C396,S004,B344,Wednesday,N
I0037,42.71508907651524,5.099262884001407,2024-09-07,P1,C683,S008,B388,Saturday,N
I0044,144.95546943852642,7.709560247146248,2024-12-25,P1,C157,S008,B398,Wednesday,N
I0009,33.45499102475064,3.2434802935911238,2024-12-16,P1,C654,S002,B227,Monday,N
I0013,57.35921783083495,3.348319559268412,2024-01-07,P1,C186,S003,B62,Sunday,N
I0032,56.90336685581809,10.134363726693422,2024-09-29,P1,C596,S002,B367,Sunday,N
I0029,0.0,0.0,2024-12-15,P1,C368,S006,B348,Sunday,N
I0043,38.51003251125232,6.08816523686361,2024-03-26,P1,C851,S007,B195,Tuesday,N
I0043,38.65552935467246,3.841597180272312,2024-12-01,P1,C331,S002,B227,Sunday,N
I0031,52.01538080525392,4.611548329074711,2024-05-03,P1,C268,S002,B4,Friday,N
I0005,94.1992459302964,6.95053587043444,2024-10-11,P1,C706,S000,B56,Friday,N
I0049,76.64988608650519,4.751961427177977,2024-10-31,P1,C563,S004,B268,Thursday,N
I0006,17.385468905131663,3.562907942783183,2024-10-31,P1,C279,S007,B189,Thursday,N
I0019,36.97658039941197,2.176493179631604,2024-08-10,P1,C797,S006,B42,Saturday,N
I0028,82.45742692771411,4.444311668470782,2024-09-01,P1,C925,S009,B352,Sunday,N
I0013,46.99230538655614,2.999113031010911,2024-04-27,P1,C380,S008,B176,Saturday,N
I0044,42.54056005993919,4.003942371772586,2024-02-28,P1,C476,S007,B108,Wednesday,N
I0024,0.0,0.0,2024-03-11,P1,C782,S000,B136,Monday,N
I0030,48.36779124392892,3.226429051773686,2024-05-24,P1,C286,S006,B101,Friday,N
I0021,38.418362449923,2.0664268900055376,2024-04-21,P1,C880,S000,B207,Sunday,N
I0035,72.75274068169468,6.727633577718293,2024-08-09,P1,C683,S002,B89,Friday,N
I0026,40.557102286136576,5.696056480266017,2024-11-09,P1,C508,S004,B137,Saturday,N
I0031,1.579725664379001,0.1210496109034764,2024-10-23,P1,C204,S002,B103,Wednesday,N
I0039,15.865241182406267,7.2431944189711,2024-10-13,P1,C844,S003,B69,Sunday,N
I0048,46.021874703986704,3.624717151188562,2024-11-09,P1,C989,S001,B362,Saturday,N
I0016,44.43045917028028,2.9885830214546214,2024-01-14,P1,C444,S002,B38,Sunday,N
I0013,69.10096427641932,3.486073535081438,2024-09-16,P1,C263,S007,B252,Monday,N
I0018,8.304420899114312,0.4376257674115683,2024-08-14,P1,C21,S007,B121,Wednesday,N
I0031,121.1283500089036,6.808153136779402,2024-11-29,P1,C30,S004,B251,Friday,N
I0007,51.47874738641243,7.704846167235882,2024-07-15,P1,C705,S004,B308,Monday,N
I0000,26.624580398653546,7.976310626243097,2024-03-12,P1,C298,S001,B99,Tuesday,N
I0039,55.81713564609545,2.871647710856286,2024-02-25,P1,C586,S005,B243,Sunday,N
I0044,22.756197905412836,3.719719009024149,2024-06-13,P1,C336,S003,B249,Thursday,N
I0006,33.90303747560974,5.693589137916476,2024-02-02,P1,C817,S002,B81,Friday,N
I0043,24.764561562038143,4.783711009906123,2024-08-14,P1,C731,S000,B343,Wednesday,N
I0021,12.269248998114758,2.353125525612043,2024-10-07,P1,C734,S007,B139,Monday,N
I0030,69.57850105008562,5.729693023196518,2024-04-14,P1,C743,S000,B368,Sunday,N
I0028,55.03753020507388,3.454616258960189,2024-06-18,P1,C415,S008,B392,Tuesday,N
I0027,3.636464071075048,0.5271576360936612,2024-11-24,P1,C995,S007,B263,Sunday,N
I0009,16.74091460547344,4.544744526479793,2024-01-05,P1,C423,S003,B272,Friday,N
I0002,78.69690144385835,4.178563985901858,2024-09-02,P1,C834,S001,B251,Monday,N
I0037,37.19068996161875,4.171907613298888,2024-11-08,P1,C762,S008,B17,Friday,N
I0047,18.0431716536869,5.84977305648008,2024-06-18,P1,C66,S009,B358,Tuesday,N
I0035,59.31409959357489,3.053092594501596,2024-12-16,P1,C508,S004,B157,Monday,N
I0019,80.54217540726107,7.740429283331155,2024-03-31,P1,C689,S005,B354,Sunday,N
I0027,128.5020227051049,7.999277856582326,2024-09-24,P1,C44,S000,B99,Tuesday,N
I0023,24.90581189930749,3.871584681627754,2024-08-12,P1,C382,S001,B399,Monday,N
I0023,17.67157995232821,8.647811996169471,2024-11-05,P1,C946,S003,B288,Tuesday,N
I0010,63.49558309505257,5.349157787001033,2024-04-27,P1,C751,S005,B190,Saturday,N
I0029,57.76326172816159,3.796954468019316,2024-03-04,P1,C267,S000,B352,Monday,N
I0023,79.37886120717599,7.023411236959764,2024-09-15,P1,C650,S007,B363,Sunday,N
I0043,34.39554011348612,4.497770386417976,2024-06-13,P1,C86,S003,B382,Thursday,N
I0005,38.36829747820645,8.110301744310714,2024-08-05,P1,C612,S007,B162,Monday,N
I0018,24.010655776302123,5.426144386471878,2024-06-19,P1,C17,S002,B216,Wednesday,N
I0044,29.68029551307128,5.466214334695638,2024-12-25,P1,C462,S008,B210,Wednesday,N
I0027,50.14245171572005,6.146846189683658,2024-02-04,P1,C878,S005,B311,Sunday,N
I0029,23.7529841713182,5.933288011552508,2024-02-15,P1,C758,S009,B49,Thursday,N
I0048,7.292697983747285,1.822903758850325,2024-06-09,P1,C310,S003,B394,Sunday,N
I0032,110.61366109514006,7.939177279484848,2024-09-02,P1,C394,S009,B221,Monday,N
I0006,50.98612925905576,9.327973738904186,2024-01-12,P1,C82,S007,B138,Friday,N
I0026,71.71240446125535,5.162315043117711,2024-04-05,P1,C283,S007,B178,Friday,N
I0032,119.21136234026235,6.755370369318935,2024-01-29,P1,C805,S002,B155,Monday,N
I0034,45.65433208960999,3.834125121094684,2024-12-23,P1,C314,S008,B284,Monday,N
I0006,14.652647481897096,4.819786034575563,2024-12-19,P1,C91,S008,B242,Thursday,N
I0039,179.85760388459778,9.767384479846394,2024-09-18,P1,C779,S000,B165,Wednesday,N
I0002,13.672834757970772,2.340080390371614,2024-03-21,P1,C421,S008,B71,Thursday,N
I0021,5.930262719857907,1.5797551630938456,2024-02-28,P1,C376,S001,B22,Wednesday,N
I0009,50.402999188182775,6.748239514983499,2024-05-12,P1,C932,S000,B195,Sunday,N
I0009,126.0547812369044,7.175775203201312,2024-03-30,P1,C366,S005,B227,Saturday,N
I0009,50.78326807072357,6.5729641181031,2024-03-01,P1,C209,S002,B65,Friday,N
I0016,86.8307473997013,5.071515730321575,2024-06-18,P1,C336,S003,B256,Tuesday,N
I0045,87.69907193230185,5.820386292038938,2024-11-27,P1,C490,S005,B232,Wednesday,N
I0009,42.5513153689124,2.477470727312085,2024-04-27,P1,C278,S008,B375,Saturday,N
I0005,40.81689493202122,5.642224239881142,2024-09-18,P1,C102,S005,B12,Wednesday,N
I0043,34.81471807464983,5.697992722455113,2024-06-25,P1,C361,S001,B244,Tuesday,N
I0017,29.85711863551504,3.18633747970492,2024-01-29,P1,C99,S008,B127,Monday,N
I0022,83.03603998049007,5.181709577228358,2024-10-26,P1,C464,S005,B2,Saturday,N
I0001,24.54862976415679,2.178453354582192,2024-08-05,P1,C587,S001,B46,Monday,N
I0019,35.643869380970344,5.666251624137086,2024-05-28,P1,C119,S006,B42,Tuesday,N
I0014,65.49792941668684,3.420192119764625,2024-01-29,P1,C446,S005,B339,Monday,N
I0016,75.44892822462417,4.575542767384402,2024-11-18,P1,C617,S000,B159,Monday,N
I0000,30.00498944261104,8.089900969651154,2024-07-21,P1,C631,S004,B152,Sunday,N
I0011,35.93873882967102,5.370117902568653,2024-08-15,P1,C708,S003,B59,Thursday,N
I0031,72.76924102985015,4.92535838458197,2024-10-31,P1,C441,S005,B153,Thursday,N
I0028,136.3232084475648,7.28980757943142,2024-08-14,P1,C99,S004,B378,Wednesday,N
I0012,116.92804918173384,7.276863210526228,2024-08-05,P1,C859,S009,B357,Monday,N
I0014,43.2336910826584,4.697288273527821,2024-08-09,P1,C395,S002,B29,Friday,N
I0044,54.74625527321068,6.183874531184818,2024-11-25,P1,C230,S004,B387,Monday,N
I0040,56.26575371247998,4.329569635000429,2024-07-23,P1,C683,S004,B80,Tuesday,N
I0037,34.235141665767266,2.83741840460857,2024-11-17,P1,C623,S002,B191,Sunday,N
I0031,113.04635652510872,6.344867618798925,2024-01-15,P1,C757,S007,B21,Monday,N
I0005,7.078130920978854,2.333036940934148,2024-01-04,P1,C195,S003,B289,Thursday,N
I0043,32.06330480314637,4.407471455138115,2024-09-11,P1,C35,S006,B315,Wednesday,N
I0006,79.35401984521783,4.652158796865271,2024-08-03,P1,C456,S000,B256,Saturday,N
I0027,109.74550614496798,5.509616937148112,2024-01-19,P1,C90,S002,B272,Friday,N
I0036,103.16862931939812,6.175424925235137,2024-05-22,P1,C365,S004,B52,Wednesday,N
I0033,33.377183215344886,7.292194924625173,2024-06-07,P1,C635,S000,B167,Friday,N
I0020,28.62452245610657,5.051901946830162,2024-11-03,P1,C88,S000,B150,Sunday,N
I0025,98.4809443119104,6.960067136654638,2024-12-23,P1,C310,S001,B236,Monday,N
I0009,34.89667791282514,5.542322590795961,2024-03-17,P1,C601,S005,B145,Sunday,N
I0003,24.14661749671293,4.876350428977056,2024-05-14,P1,C93,S009,B325,Tuesday,N
I0043,42.579118250415945,4.516743292863849,2024-07-14,P1,C931,S000,B318,Sunday,N
I0041,37.228606650096985,5.067009047879643,2024-01-03,P1,C131,S002,B161,Wednesday,N
I0048,3.737329768188969,0.9886913291076098,2024-06-13,P1,C44,S005,B146,Thursday,N
I0036,93.76799419831232,4.725117574266194,2024-07-13,P1,C265,S008,B48,Saturday,N
I0005,75.61273348439958,6.611119159699021,2024-12-07,P1,C477,S009,B399,Saturday,N
I0003,7.052023262262798,2.486396242198301,2024-09-17,P1,C173,S004,B346,Tuesday,N
I0025,40.13203766261376,3.4807958173459728,2024-07-08,P1,C9,S008,B271,Monday,N
I0004,38.42683286020903,2.7917716904582623,2024-11-19,P1,C595,S005,B129,Tuesday,N
I0046,54.53284558570039,6.919660244068918,2024-08-25,P1,C915,S002,B93,Sunday,N
I0029,49.20546905808043,3.273048247736225,2024-05-14,P1,C258,S004,B282,Tuesday,N
I0032,66.12630584954698,4.966762463835417,2024-08-19,P1,C307,S004,B93,Monday,N
I0022,39.41916790194512,2.6388471999517824,2024-12-16,P1,C406,S004,B359,Monday,N
I0020,56.11198236407664,3.9450362551421545,2024-03-01,P1,C237,S009,B392,Friday,N
I0047,25.6467971241146,2.013138364525259,2024-08-05,P1,C759,S008,B97,Monday,N
I0014,23.381360868740472,1.5536433639680778,2024-10-03,P1,C378,S003,B303,Thursday,N
I0008,134.25276176131857,7.008348720386008,2024-04-21,P1,C598,S001,B171,Sunday,N
I0007,77.37456679179583,8.03328606298722,2024-05-05,P1,C515,S003,B345,Sunday,N
I0035,26.51689157086677,7.387578926164641,2024-04-10,P1,C714,S008,B179,Wednesday,N
I0044,40.34363655820815,2.513621011790373,2024-02-17,P1,C784,S004,B13,Saturday,N
I0016,18.46384219587645,2.066459154223032,2024-11-01,P1,C781,S009,B306,Friday,N
I0028,5.841503224951658,0.4938339387850248,2024-02-13,P1,C673,S005,B397,Tuesday,N
I0042,57.019126399406574,4.487899347851842,2024-06-06,P1,C981,S003,B379,Thursday,N
I0035,11.597324978934802,1.9010556124162512,2024-04-17,P1,C284,S006,B38,Wednesday,N
I0027,89.72386941088995,6.210857661978312,2024-05-05,P1,C97,S003,B388,Sunday,N
I0045,66.15478682457552,6.2251643803182,2024-07-31,P1,C910,S001,B85,Wednesday,N
I0031,3.0685110234625417,0.6180884176644887,2024-04-24,P1,C796,S005,B196,Wednesday,N
I0004,69.9215248218643,3.570608844842291,2024-04-11,P1,C903,S004,B103,Thursday,N
I0017,180.27761961531328,11.613929246153196,2024-09-22,P1,C341,S003,B331,Sunday,N
I0040,37.80170454184602,4.989162142236275,2024-09-16,P1,C222,S004,B107,Monday,N
I0001,12.48889825575899,4.2057367917254345,2024-03-08,P1,C709,S003,B40,Friday,N
I0010,41.456913516886125,4.225090894836719,2024-09-27,P1,C383,S008,B56,Friday,N
I0036,8.163564982869008,4.011715693922351,2024-06-17,P1,C30,S008,B237,Monday,N
I0048,27.338392096744435,7.11498462806281,2024-04-08,P1,C275,S002,B83,Monday,N
I0031,19.82906741903785,1.5251089212375906,2024-07-15,P1,C862,S000,B112,Monday,N
I0028,14.776039615494138,5.628252632772671,2024-11-08,P1,C799,S009,B18,Friday,N
I0011,67.01602776330715,5.465508771834149,2024-11-29,P1,C498,S008,B292,Friday,N
I0013,11.551920538961529,5.038576322855074,2024-10-27,P1,C46,S006,B33,Sunday,N
I0004,121.63202776453588,6.842416896697767,2024-08-22,P1,C181,S009,B148,Thursday,N
I0023,105.719651192723,7.500026610023216,2024-12-11,P1,C609,S008,B94,Wednesday,N
I0012,57.79458359230979,7.278889793680311,2024-04-03,P1,C497,S006,B147,Wednesday,N
I0043,0.4126471073109524,0.0593375504504757,2024-01-24,P1,C207,S009,B246,Wednesday,N
I0016,61.46808135000799,3.6625083944647217,2024-11-17,P1,C412,S001,B338,Sunday,N
I0028,21.742635047431445,3.5987191894196373,2024-01-05,P1,C217,S002,B160,Friday,N
I0010,52.713576396016514,4.769410439886411,2024-03-29,P1,C832,S008,B251,Friday,N
I0000,51.07493815987344,9.557193643328691,2024-06-02,P1,C193,S000,B53,Sunday,N
I0046,72.6580053135408,3.723700615650488,2024-05-16,P1,C290,S004,B317,Thursday,N
I0015,54.19329020979109,3.2820587600705027,2024-08-17,P1,C378,S006,B143,Saturday,N
I0040,48.04114909461451,3.3501260569543843,2024-06-27,P1,C499,S006,B108,Thursday,N
I0018,100.84278649102258,5.544867460188697,2024-09-06,P1,C228,S002,B220,Friday,N
I0041,78.3022204034601,5.672450193111274,2024-10-20,P1,C452,S009,B18,Sunday,N
I0020,93.81465764066697,5.575683284560608,2024-05-02,P1,C879,S009,B267,Thursday,N
I0002,134.37622373648435,7.484219702519492,2024-07-25,P1,C59,S005,B289,Thursday,N
I0011,15.736973789482317,3.5983402788343404,2024-05-07,P1,C555,S002,B333,Tuesday,N
I0017,126.7677103306329,6.567122093079439,2024-03-05,P1,C544,S003,B183,Tuesday,N
I0034,8.087078191396214,4.001306053664007,2024-12-01,P1,C761,S006,B115,Sunday,N
I0043,73.54521983488904,5.853841133325051,2024-02-28,P1,C732,S006,B302,Wednesday,N
I0038,69.92090608527334,6.604857078644202,2024-12-07,P1,C945,S002,B142,Saturday,N
I0003,60.2726503404382,6.070617536020609,2024-01-05,P1,C911,S003,B131,Friday,N
I0022,23.817419124173107,4.565076530604976,2024-09-17,P1,C474,S001,B233,Tuesday,N
I0048,67.51363216585237,5.421558437246816,2024-11-10,P1,C48,S005,B186,Sunday,N
I0038,17.1333193056005,6.647283236190975,2024-07-16,P1,C830,S008,B392,Tuesday,N
I0000,69.89744343936744,6.580326535718887,2024-06-25,P1,C269,S000,B187,Tuesday,N
I0041,124.35001872801502,9.02921035545658,2024-09-16,P1,C918,S009,B125,Monday,N
I0009,47.94332161821589,3.016656147167632,2024-05-26,P1,C968,S000,B293,Sunday,N
I0014,108.61577243578894,6.473106753163248,2024-05-15,P1,C248,S003,B290,Wednesday,N
I0029,6.433166343394207,1.4703300681131468,2024-04-21,P1,C224,S007,B166,Sunday,N
I0013,82.88651615422776,4.232726712214745,2024-04-08,P1,C944,S004,B331,Monday,N
I0021,8.323725503743152,1.5680033708014829,2024-10-28,P1,C397,S004,B353,Monday,N
I0020,5.441049841898327,1.4566648983018262,2024-04-19,P1,C219,S005,B360,Friday,N
I0024,60.276783487135546,7.08516886484557,2024-09-23,P1,C494,S008,B67,Monday,N
I0034,38.0275401354098,2.5165847000885617,2024-07-22,P1,C97,S008,B175,Monday,N
I0038,54.14905913673035,4.4359213475358805,2024-02-19,P1,C186,S002,B258,Monday,N
I0009,46.72055664440772,8.181426317119037,2024-01-23,P1,C175,S003,B80,Tuesday,N
I0005,127.52190655119368,6.589522596531757,2024-05-08,P1,C221,S000,B316,Wednesday,N
I0045,15.53150989159938,5.880411874237758,2024-08-06,P1,C600,S009,B222,Tuesday,N
I0028,42.39079042064729,2.761788275752457,2024-03-09,P1,C627,S008,B133,Saturday,N
I0030,40.28540345978895,4.077283082665632,2024-02-01,P1,C679,S006,B6,Thursday,N
I0034,40.11483985233778,2.1893121571353937,2024-03-07,P1,C876,S009,B298,Thursday,N
I0000,25.675097037916213,3.008136506274547,2024-03-14,P1,C629,S005,B350,Thursday,N
I0042,62.56152488590786,3.844178499096836,2024-05-14,P1,C58,S000,B333,Tuesday,N
I0036,76.06107462815497,5.004949821113148,2024-11-02,P1,C989,S009,B199,Saturday,N
I0048,44.37524293751708,4.285407633746808,2024-08-17,P1,C792,S009,B315,Saturday,N
I0035,18.675610748470245,5.044127384690828,2024-12-25,P1,C375,S008,B190,Wednesday,N
I0000,20.522873871670303,3.8940692716783936,2024-07-10,P1,C50,S006,B341,Wednesday,N
I0028,59.30213007028634,3.11533011745575,2024-08-24,P1,C539,S002,B180,Saturday,N
I0047,69.82506523939077,4.959394920065299,2024-12-20,P1,C675,S006,B352,Friday,N
I0015,8.77996964357039,2.753587538483261,2024-11-18,P1,C124,S002,B275,Monday,N
I0004,135.11404881855927,8.17477715164646,2024-08-23,P1,C565,S001,B2,Friday,N
I0024,26.744518623360527,3.002434395381149,2024-06-28,P1,C879,S009,B286,Friday,N
I0012,102.33501178571692,7.022728534861702,2024-11-29,P1,C478,S009,B275,Friday,N
I0026,45.180394494563615,4.951691949008112,2024-05-17,P1,C623,S006,B247,Friday,N
I0013,51.39661561444936,10.220732006624056,2024-11-27,P1,C861,S007,B19,Wednesday,N
I0049,13.861363409467618,5.947327290410905,2024-10-01,P1,C942,S009,B156,Tuesday,N
I0019,103.89314599193789,5.637070076372279,2024-09-13,P1,C768,S003,B55,Friday,N
I0017,65.35699924125072,6.123789240554396,2024-01-07,P1,C376,S006,B347,Sunday,N
I0044,120.9233578151894,6.0797901828258585,2024-10-06,P1,C161,S007,B223,Sunday,N
I0001,0.642606875729119,0.0507318270142689,2024-04-04,P1,C353,S006,B71,Thursday,N
I0012,32.34009944988707,2.535917458496108,2024-10-10,P1,C35,S007,B333,Thursday,N
I0035,88.45820238432454,5.572543355002989,2024-12-30,P1,C302,S002,B258,Monday,N
I0006,87.5827410002114,7.586048416818615,2024-07-14,P1,C834,S004,B109,Sunday,N
I0022,89.53083155636203,6.815900151063774,2024-11-11,P1,C985,S001,B238,Monday,N
I0020,61.64817095505148,6.5461461782302255,2024-01-07,P1,C318,S005,B363,Sunday,N
I0035,129.4483873672808,7.494733030058435,2024-07-03,P1,C914,S009,B116,Wednesday,N
I0009,48.60863086217186,7.712454925978895,2024-12-19,P1,C493,S006,B86,Thursday,N
I0026,22.6085115616694,4.537389719326042,2024-04-17,P1,C942,S001,B367,Wednesday,N
I0016,0.0,0.0,2024-03-18,P1,C948,S001,B120,Monday,N
I0012,22.961536887154946,4.685921370282952,2024-05-19,P1,C750,S009,B103,Sunday,N
I0020,33.4643289782631,4.855073425511532,2024-01-10,P1,C50,S005,B6,Wednesday,N
I0044,33.57533335624943,3.7730548234819112,2024-07-12,P1,C125,S009,B331,Friday,N
I0020,61.28111838657537,7.682182925613794,2024-07-13,P1,C636,S007,B196,Saturday,N
I0005,48.39119512006268,5.053536469680697,2024-07-06,P1,C726,S002,B49,Saturday,N
I0012,17.573325466734946,1.6835108660143423,2024-11-02,P1,C155,S005,B332,Saturday,N
I0028,21.804657554279643,4.320106890637256,2024-05-31,P1,C828,S002,B214,Friday,N
I0039,0.0,0.0,2024-04-24,P1,C231,S006,B374,Wednesday,N
I0006,70.51686273954833,5.078326743762861,2024-11-03,P1,C589,S008,B334,Sunday,N
I0047,19.78547726256014,4.642172703151214,2024-09-08,P1,C883,S003,B101,Sunday,N
I0001,38.74350680386328,8.058368088357096,2024-07-05,P1,C932,S000,B344,Friday,N
I0006,15.527281040726711,4.305978486157713,2024-06-11,P1,C576,S001,B259,Tuesday,N
I0020,38.667973591052274,3.2882915287077217,2024-08-18,P1,C64,S007,B88,Sunday,N
I0030,66.79961571209407,8.953732269586414,2024-05-29,P1,C489,S004,B306,Wednesday,N
I0043,49.46882056766923,4.790305712620235,2024-08-23,P1,C877,S008,B86,Friday,N
I0048,17.037523393162772,0.8592298510070157,2024-08-14,P1,C512,S002,B73,Wednesday,N
I0002,18.601125839138945,2.0766334292458177,2024-02-27,P1,C675,S005,B239,Tuesday,N
I0013,26.615917521867875,5.928919821449205,2024-12-23,P1,C108,S005,B321,Monday,N
I0027,138.8413815776336,7.068626021768264,2024-06-10,P1,C570,S008,B329,Monday,N
I0028,53.988511977039686,5.018471218954974,2024-10-14,P1,C54,S005,B72,Monday,N
I0009,8.708290106574145,2.1522510473482908,2024-05-15,P1,C831,S006,B114,Wednesday,N
I0031,88.47481877563905,4.426889331543982,2024-10-28,P1,C311,S004,B145,Monday,N
I0049,31.193764909832137,7.171340036631925,2024-11-06,P1,C782,S000,B310,Wednesday,N
I0016,43.62137090138128,5.909669236930643,2024-02-18,P1,C15,S002,B267,Sunday,N
I0024,19.659523030769147,3.5353560822310666,2024-03-14,P1,C576,S009,B352,Thursday,N
I0017,93.65362882191292,9.43288852023863,2024-07-11,P1,C975,S003,B251,Thursday,N
I0019,45.90102411370023,6.326650590342929,2024-03-10,P1,C284,S004,B203,Sunday,N
I0030,57.121966050829855,3.435701191644045,2024-07-05,P1,C755,S002,B259,Friday,N
I0009,25.57395960503092,2.668685618057548,2024-09-27,P1,C936,S003,B285,Friday,N
I0019,55.65853741124784,3.1261123042118584,2024-11-03,P1,C297,S001,B47,Sunday,N
I0019,42.43925711806941,2.135807930295816,2024-12-30,P1,C767,S005,B117,Monday,N
I0011,18.95162137107866,2.652823502702983,2024-02-12,P1,C803,S002,B173,Monday,N
I0007,16.623841927506003,5.249932986744776,2024-03-27,P1,C517,S008,B257,Wednesday,N
I0047,52.39556827454515,3.877599806072421,2024-05-06,P1,C956,S006,B264,Monday,N
I0045,48.08126504892572,6.564057675239334,2024-02-13,P1,C71,S000,B325,Tuesday,N
I0009,36.52933465610778,4.54461733800655,2024-04-24,P1,C506,S008,B194,Wednesday,N
I0033,7.874491534499403,0.4230294155931346,2024-05-20,P1,C42,S006,B147,Monday,N
I0000,15.811008147391052,1.6790926058029654,2024-01-21,P1,C132,S005,B338,Sunday,N
I0024,71.29935943661515,7.0209552786112,2024-01-18,P1,C88,S006,B45,Thursday,N
I0037,74.35605737547137,8.662024080447827,2024-01-31,P1,C601,S006,B279,Wednesday,N
I0043,14.38463234691636,2.661877976574037,2024-10-18,P1,C712,S002,B168,Friday,N
I0010,145.81638540918948,9.142437519516792,2024-11-10,P1,C217,S002,B364,Sunday,N
I0001,12.85961279440232,1.9063685149134093,2024-07-25,P1,C998,S001,B81,Thursday,N
I0012,89.66293943786525,6.037261746105323,2024-06-29,P1,C716,S000,B380,Saturday,N
I0025,64.99203882374988,8.46585901594628,2024-07-11,P1,C238,S001,B381,Thursday,N
I0025,106.74954540406527,6.372494199955677,2024-09-11,P1,C97,S005,B139,Wednesday,N
I0016,14.329396949765265,2.220866191756814,2024-05-11,P1,C710,S008,B331,Saturday,N
I0034,125.410289361106,6.367157047619505,2024-09-10,P1,C319,S004,B24,Tuesday,N
I0039,14.824605146493722,4.25357516082752,2024-02-29,P1,C196,S000,B71,Thursday,N
I0010,60.60671336012673,5.8245653032314815,2024-07-30,P1,C732,S001,B351,Tuesday,N
I0023,42.89433520028609,5.910442514765943,2024-09-04,P1,C494,S007,B75,Wednesday,N
I0017,15.19264355523723,3.7858665323681526,2024-05-11,P1,C486,S007,B347,Saturday,N
I0022,16.62849666631509,3.4564997716884047,2024-09-13,P1,C95,S005,B249,Friday,N
I0024,46.29466527096354,4.756744756535449,2024-03-07,P1,C171,S000,B269,Thursday,N
I0022,32.49341949607107,3.049258098755505,2024-09-12,P1,C504,S004,B141,Thursday,N
I0017,40.97056526194144,4.9985434891329,2024-10-28,P1,C955,S002,B314,Monday,N
I0031,116.56160624882446,6.906745932685901,2024-11-08,P1,C565,S008,B385,Friday,N
I0012,15.921257548793417,3.456154012037581,2024-08-31,P1,C252,S004,B243,Saturday,N
I0012,25.56176099187124,5.512069845139475,2024-02-09,P1,C368,S002,B167,Friday,N
I0003,43.20202115309657,3.186431534925382,2024-07-15,P1,C954,S005,B11,Monday,N
I0040,36.35295090309613,2.637662833441168,2024-07-24,P1,C120,S005,B289,Wednesday,N
I0012,20.600582711564545,4.148476555456573,2024-01-28,P1,C304,S009,B80,Sunday,N
I0043,60.19746961122668,4.072269628034075,2024-08-11,P1,C438,S005,B88,Sunday,N
I0042,10.205560611336905,3.954330379630703,2024-08-01,P1,C873,S000,B242,Thursday,N
