customer_id,total_spent,avg_transaction,total_units,value_segment
104436,2.88,1.44,2,Low
104437,11.86,2.372,7,Low
104438,3.29,3.29,1,Low
104439,22.39,2.0354545454545456,14,Low
104441,0.72,0.72,1,Low
104442,10.96,2.74,4,Low
104443,3.49,3.49,1,Low
104445,13.25,2.2083333333333335,7,Low
104446,1.5,1.5,1,Low
104447,17.66,2.5228571428571427,8,Low
104448,1.39,1.39,1,Low
104450,0.65,0.65,1,Low
104452,3.18,1.59,2,Low
104454,19.39,1.7627272727272727,11,Low
104455,4.27,1.0675,4,Low
104456,1.19,1.19,1,Low
104459,3.09,3.09,1,Low
104461,32.92,2.5323076923076924,24,Low
104462,12.780000000000001,2.1300000000000003,6,Low
104463,1.88,0.94,2,Low
104464,4.1899999999999995,2.0949999999999998,2,Low
104466,19.51,1.3935714285714287,14,Low
104469,20.7,2.5875,12,Low
104470,4.49,4.49,1,Low
104472,9.45,1.18125,8,Low
104473,1.29,1.29,1,Low
104476,18.25,1.6590909090909092,12,Low
104477,1.25,1.25,1,Low
104478,1.99,1.99,1,Low
104480,1.09,1.09,1,Low
104481,1.79,1.79,1,Low
104484,0.99,0.99,1,Low
104485,10.33,3.4433333333333334,3,Low
104486,5.85,1.95,5,Low
104488,1.39,1.39,1,Low
104489,1.99,1.99,1,Low
104490,3.03,1.515,2,Low
104491,2.5,2.5,1,Low
104492,16.18,2.0225,13,Low
104497,3.58,1.79,2,Low
104498,1.74,0.87,2,Low
104499,3.0,1.5,2,Low
104501,2.98,1.49,3,Low
104502,17.05,1.55,13,Low
104503,3.85,1.925,2,Low
104504,3.25,1.625,2,Low
104506,23.85,1.7035714285714287,14,Low
104507,15.67,3.134,7,Low
104509,41.06,1.6424,26,Low
104510,3.04,1.52,2,Low
104512,7.09,2.3633333333333333,3,Low
104513,31.68,1.1733333333333333,29,Low
104514,2.96,0.9866666666666667,3,Low
104517,3.17,1.585,3,Low
104519,7.0,1.75,5,Low
104521,1.99,1.99,1,Low
104522,0.79,0.79,1,Low
104523,16.24,2.32,9,Low
104524,2.15,2.15,1,Low
104525,7.58,1.2633333333333334,6,Low
104527,23.43,1.1157142857142857,21,Low
104530,2.1,1.05,2,Low
104532,4.38,2.19,2,Low
104534,3.98,3.98,2,Low
104537,50.980000000000004,2.5490000000000004,27,Low
104540,0.79,0.79,1,Low
104541,1.29,1.29,1,Low
104542,3.0,1.5,2,Low
104543,6.49,3.245,3,Low
104544,6.38,6.38,2,Low
104545,5.93,1.9766666666666666,3,Low
104546,3.94,1.97,2,Low
104548,1.25,1.25,1,Low
104550,19.32,1.932,10,Low
104552,2.69,2.69,1,Low
104553,6.48,2.16,5,Low
104554,2.55,2.55,1,Low
104555,8.96,2.986666666666667,4,Low
104556,0.5,0.5,1,Low
104561,0.45,0.45,1,Low
104564,0.45,0.45,1,Low
104566,3.95,1.975,3,Low
104567,8.57,4.285,3,Low
104568,2.65,2.65,1,Low
104569,3.2800000000000002,1.6400000000000001,2,Low
104571,3.15,1.575,2,Low
104573,2.49,2.49,1,Low
104574,3.3899999999999997,1.6949999999999998,2,Low
104575,4.7700000000000005,2.3850000000000002,3,Low
104576,8.280000000000001,1.182857142857143,7,Low
104577,22.14,1.5814285714285714,14,Low
104578,5.23,1.3075,4,Low
104579,19.79,1.6491666666666667,12,Low
104584,4.35,4.35,3,Low
104586,6.57,2.19,3,Low
104589,13.51,1.68875,10,Low
104590,0.95,0.95,1,Low
104593,5.86,1.465,4,Low
104594,12.15,2.025,10,Low
104595,16.62,1.6620000000000001,14,Low
104596,32.62,2.7183333333333333,16,Low
104597,3.65,1.825,3,Low
104599,4.24,1.06,4,Low
104600,8.36,1.672,6,Low
104602,4.57,2.285,3,Low
104605,8.62,1.7239999999999998,5,Low
104606,0.99,0.99,1,Low
104607,11.46,2.2920000000000003,5,Low
104608,13.870000000000001,1.5411111111111113,9,Low
104609,14.33,2.047142857142857,7,Low
104613,2.84,1.42,2,Low
104614,2.19,2.19,1,Low
104616,28.4,1.775,23,Low
104617,7.5600000000000005,1.8900000000000001,4,Low
104620,9.34,1.5566666666666666,6,Low
104621,8.89,2.9633333333333334,4,Low
104623,2.25,2.25,1,Low
104624,12.59,1.1445454545454545,11,Low
104625,17.65,2.9416666666666664,10,Low
104626,20.4,2.914285714285714,10,Low
104627,0.8,0.8,1,Low
104628,2.99,2.99,1,Low
104630,26.3,2.63,10,Low
104631,45.86,2.6976470588235295,20,Low
104633,11.83,1.47875,8,Low
104636,19.05,2.38125,9,Low
104637,32.14,1.7855555555555556,26,Low
104639,1.69,1.69,1,Low
104642,5.76,1.44,5,Low
104643,31.25,1.4880952380952381,21,Low
104644,8.56,1.4266666666666667,6,Low
104645,2.29,2.29,1,Low
104646,1.29,1.29,1,Low
104647,16.27,1.016875,17,Low
104650,6.52,2.1733333333333333,3,Low
104651,0.45,0.45,1,Low
104652,5.37,2.685,5,Low
104653,2.09,2.09,1,Low
104654,0.99,0.99,1,Low
104656,6.62,1.655,4,Low
104657,20.1,2.0100000000000002,12,Low
104658,3.49,1.745,2,Low
104661,11.350000000000001,2.2700000000000005,5,Low
104662,1.5,1.5,1,Low
104663,5.94,1.485,7,Low
104666,8.76,1.752,8,Low
104668,12.95,2.59,6,Low
104669,0.9,0.9,2,Low
104670,2.49,1.245,2,Low
104671,19.85,1.3233333333333335,17,Low
104672,0.99,0.99,1,Low
104673,2.69,1.345,2,Low
104676,2.98,1.49,2,Low
104677,11.4,1.9000000000000001,6,Low
104678,1.5,1.5,1,Low
104679,4.57,1.5233333333333334,3,Low
104680,9.21,1.5350000000000001,9,Low
104681,16.33,1.4845454545454544,12,Low
104682,31.53,2.6275,17,Low
104684,0.65,0.65,1,Low
104686,27.19,2.7190000000000003,13,Low
104687,16.02,1.78,12,Low
104688,18.13,3.626,8,Low
104690,4.4399999999999995,1.4799999999999998,3,Low
104691,12.0,3.0,12,Low
104692,18.75,2.6785714285714284,7,Low
104693,14.37,1.3063636363636364,11,Low
104694,3.95,1.975,2,Low
104695,3.0,1.0,4,Low
104699,0.99,0.99,1,Low
104701,4.78,1.5933333333333335,3,Low
104702,2.09,2.09,1,Low
104703,11.18,1.8633333333333333,6,Low
104704,5.85,2.925,5,Low
104705,1.5,1.5,1,Low
104706,4.33,1.4433333333333334,3,Low
104708,4.84,1.21,4,Low
104710,2.35,2.35,1,Low
104711,4.29,1.43,3,Low
104712,8.879999999999999,2.2199999999999998,4,Low
104713,15.36,1.92,8,Low
104714,17.22,1.722,11,Low
104717,13.030000000000001,1.8614285714285717,8,Low
104718,1.79,1.79,1,Low
104720,17.17,1.907777777777778,9,Low
104721,9.68,1.6133333333333333,7,Low
104722,24.03,1.413529411764706,22,Low
104723,0.99,0.99,1,Low
104724,11.3,1.8833333333333335,6,Low
104727,7.95,1.9875,4,Low
104729,4.25,2.125,3,Low
104731,3.79,3.79,1,Low
104732,9.120000000000001,1.8240000000000003,5,Low
104733,5.17,1.7233333333333334,3,Low
104734,1.25,1.25,1,Low
104737,2.1799999999999997,1.0899999999999999,2,Low
104740,35.0,2.5,17,Low
104741,5.140000000000001,2.5700000000000003,2,Low
104742,6.3,1.26,6,Low
104743,3.96,1.32,4,Low
104744,9.26,1.5433333333333332,6,Low
104746,19.55,1.7772727272727273,11,Low
104748,2.99,2.99,1,Low
104749,13.510000000000002,1.6887500000000002,12,Low
104750,1.99,1.99,1,Low
104751,6.38,1.595,5,Low
104752,6.66,3.33,4,Low
104753,1.5,1.5,1,Low
104754,3.63,1.815,3,Low
104755,5.91,1.182,6,Low
104756,18.82,3.1366666666666667,10,Low
104757,3.2800000000000002,1.0933333333333335,3,Low
104758,5.0,2.5,2,Low
104759,9.32,2.33,8,Low
104760,25.72,2.143333333333333,19,Low
104761,1.19,1.19,1,Low
104762,2.19,2.19,1,Low
104763,13.52,1.3519999999999999,10,Low
104764,7.960000000000001,1.9900000000000002,5,Low
104765,3.59,1.1966666666666665,4,Low
104766,10.85,1.55,7,Low
104767,1.5,1.5,1,Low
104769,10.89,2.7225,7,Low
104770,22.86,1.7584615384615385,14,Low
104771,6.16,3.08,4,Low
104776,2.99,2.99,1,Low
104778,0.99,0.99,1,Low
104779,1.29,1.29,1,Low
104781,2.5700000000000003,1.2850000000000001,3,Low
104783,7.63,2.5433333333333334,3,Low
104784,1.99,1.99,1,Low
104785,18.73,1.873,10,Low
104787,2.19,2.19,1,Low
104789,7.88,2.6266666666666665,4,Low
104791,6.18,1.545,4,Low
104792,3.23,1.615,3,Low
104794,8.24,1.3733333333333333,6,Low
104796,5.37,1.79,3,Low
104800,2.84,1.42,2,Low
104801,11.950000000000001,2.39,7,Low
104802,1.5,1.5,1,Low
104805,2.88,1.44,2,Low
104806,3.91,1.3033333333333335,3,Low
104809,4.76,1.5866666666666667,4,Low
104810,1.5,1.5,1,Low
104811,0.79,0.79,1,Low
104816,2.08,1.04,2,Low
104817,6.32,2.106666666666667,6,Low
104820,2.1799999999999997,1.0899999999999999,2,Low
104821,0.89,0.89,1,Low
104825,1.25,1.25,1,Low
104826,4.87,2.435,3,Low
104827,5.37,1.79,3,Low
104829,4.61,1.5366666666666668,5,Low
104831,8.4,2.1,6,Low
104832,3.48,1.16,3,Low
104833,2.96,1.48,2,Low
104834,3.38,1.69,2,Low
104836,17.74,1.3646153846153846,13,Low
104837,7.180000000000001,1.7950000000000002,4,Low
104842,0.45,0.45,1,Low
104843,7.36,1.84,4,Low
104844,0.99,0.99,1,Low
104846,3.78,1.89,2,Low
104849,1.5,1.5,1,Low
104850,7.45,1.8625,5,Low
104852,6.47,1.0783333333333334,6,Low
104853,9.63,1.9260000000000002,5,Low
104854,0.67,0.67,1,Low
104855,0.99,0.99,1,Low
104856,9.28,1.5466666666666666,7,Low
104857,0.99,0.99,1,Low
104858,22.07,2.4522222222222223,13,Low
104863,3.5300000000000002,0.8825000000000001,4,Low
104864,1.5,1.5,1,Low
104865,13.25,2.65,5,Low
104866,27.68,1.456842105263158,21,Low
104867,12.71,0.9776923076923077,13,Low
104870,2.58,1.29,2,Low
104871,1.59,1.59,1,Low
104873,0.8,0.8,1,Low
104874,13.66,2.276666666666667,7,Low
104878,1.29,1.29,1,Low
104879,11.82,1.6885714285714286,10,Low
104881,0.99,0.99,1,Low
104883,5.97,1.194,5,Low
104884,4.26,2.13,2,Low
104886,2.49,2.49,1,Low
104887,4.23,1.4100000000000001,5,Low
104888,18.62,2.068888888888889,10,Low
104889,20.93,1.9027272727272726,11,Low
104890,12.399999999999999,2.0666666666666664,7,Low
104892,3.49,3.49,1,Low
104896,15.93,1.99125,8,Low
104897,33.52,1.3966666666666667,24,Low
104898,5.76,2.88,6,Low
104900,24.43,2.714444444444444,13,Low
104901,26.18,2.1816666666666666,16,Low
104902,7.25,1.2083333333333333,6,Low
104904,3.19,1.595,2,Low
104906,3.49,1.745,2,Low
104908,6.859999999999999,2.2866666666666666,4,Low
104909,3.0,1.5,2,Low
104910,11.44,1.04,11,Low
104911,5.87,1.9566666666666668,3,Low
104912,10.55,1.0550000000000002,11,Low
104913,0.99,0.99,1,Low
104916,5.38,1.345,4,Low
104919,3.34,1.67,2,Low
104920,40.39,1.7560869565217392,31,Low
104921,11.05,1.5785714285714287,8,Low
104923,11.51,1.6442857142857144,11,Low
104924,3.59,3.59,1,Low
104925,7.4,1.48,5,Low
104927,2.66,1.33,2,Low
104928,5.82,1.455,4,Low
104930,37.74,2.0966666666666667,24,Low
104933,4.33,1.4433333333333334,3,Low
104935,11.51,1.43875,9,Low
104938,3.65,1.2166666666666666,3,Low
104942,3.94,1.97,2,Low
104944,6.6,2.1999999999999997,4,Low
104945,3.1,3.1,2,Low
104948,0.99,0.99,1,Low
104952,1.78,0.89,2,Low
104953,1.09,1.09,1,Low
104954,12.49,1.56125,8,Low
104955,14.08,1.408,10,Low
104956,5.82,1.1640000000000001,6,Low
104957,0.85,0.85,1,Low
104960,1.75,1.75,1,Low
104961,1.5,1.5,1,Low
104962,5.81,1.162,5,Low
104963,21.18,2.118,10,Low
104964,24.01,1.4123529411764706,20,Low
104965,25.46,2.5460000000000003,12,Low
104966,0.88,0.88,1,Low
104971,4.35,4.35,1,Low
104973,2.18,2.18,2,Low
104974,1.96,0.98,2,Low
104976,10.43,1.7383333333333333,6,Low
104977,6.119999999999999,2.0399999999999996,4,Low
104978,2.9699999999999998,1.4849999999999999,3,Low
104979,31.3,2.6083333333333334,21,Low
104980,3.24,1.08,3,Low
104982,17.14,2.448571428571429,7,Low
104984,5.4399999999999995,2.7199999999999998,2,Low
104986,13.45,1.4944444444444445,11,Low
104987,5.37,1.79,3,Low
104989,42.01,1.555925925925926,43,Low
104991,15.13,1.6811111111111112,9,Low
104993,0.5,0.5,1,Low
104994,10.35,2.07,6,Low
104995,0.99,0.99,1,Low
104996,12.120000000000001,1.5150000000000001,8,Low
104998,1.99,1.99,1,Low
104999,1.99,1.99,1,Low
105000,15.45,1.545,10,Low
105002,4.85,2.425,3,Low
105004,1.25,1.25,1,Low
105005,10.1,1.6833333333333333,7,Low
105011,7.65,1.53,5,Low
105013,6.21,1.5525,6,Low
105017,6.78,3.39,2,Low
105018,6.29,2.0966666666666667,5,Low
105019,16.22,2.703333333333333,6,Low
105021,3.9299999999999997,0.9824999999999999,5,Low
105022,4.88,2.44,2,Low
105026,1.75,0.875,2,Low
105028,0.99,0.99,1,Low
105029,7.4399999999999995,3.7199999999999998,2,Low
105030,4.78,2.39,2,Low
105031,9.25,1.85,5,Low
105033,2.1,1.05,2,Low
105034,1.29,1.29,1,Low
105035,1.25,1.25,1,Low
105036,26.64,2.421818181818182,12,Low
105037,6.33,2.11,4,Low
105038,1.59,1.59,1,Low
105039,10.59,2.6475,6,Low
105040,1.89,1.89,1,Low
105041,3.19,3.19,1,Low
105043,3.55,1.775,3,Low
105044,5.27,1.7566666666666666,3,Low
105046,22.95,2.0863636363636364,13,Low
105048,4.49,1.4966666666666668,4,Low
105049,3.0300000000000002,1.5150000000000001,3,Low
105050,2.7399999999999998,1.3699999999999999,2,Low
105052,8.24,1.6480000000000001,7,Low
105053,21.84,1.9854545454545454,14,Low
105054,16.97,1.5427272727272727,17,Low
105055,3.19,3.19,1,Low
105056,13.55,1.9357142857142857,7,Low
105058,4.68,2.34,2,Low
105059,4.79,1.5966666666666667,3,Low
105060,13.16,1.4622222222222223,10,Low
105062,3.19,3.19,1,Low
105063,7.68,1.92,5,Low
105064,1.25,1.25,1,Low
105065,5.78,1.9266666666666667,4,Low
105066,3.84,1.28,3,Low
105067,3.19,3.19,1,Low
105068,4.859999999999999,1.6199999999999999,5,Low
105069,2.55,0.85,3,Low
105071,7.05,3.525,4,Low
105072,7.27,2.4233333333333333,3,Low
105073,2.25,2.25,1,Low
105074,7.68,1.28,6,Low
105076,1.99,1.99,1,Low
105078,19.91,3.982,9,Low
105080,6.68,1.67,4,Low
105081,7.359999999999999,1.8399999999999999,4,Low
105083,3.0,1.5,2,Low
105084,2.79,0.93,3,Low
105085,21.98,1.57,16,Low
105087,4.33,1.4433333333333334,3,Low
105088,0.79,0.79,1,Low
105089,2.97,0.9900000000000001,3,Low
105090,5.25,1.3125,5,Low
105091,6.43,1.6075,7,Low
105092,9.0,1.8,6,Low
105093,3.29,3.29,1,Low
105094,7.37,1.8425,5,Low
105095,3.5700000000000003,1.7850000000000001,3,Low
105096,40.45,2.6966666666666668,32,Low
105097,13.95,1.268181818181818,14,Low
105103,3.88,1.94,2,Low
105104,3.5300000000000002,1.7650000000000001,2,Low
105105,0.89,0.89,1,Low
105106,0.45,0.45,1,Low
105109,3.69,1.845,2,Low
105111,1.34,1.34,1,Low
105113,10.34,1.477142857142857,7,Low
105114,11.53,1.9216666666666666,7,Low
105117,2.0,2.0,1,Low
105118,2.25,0.75,3,Low
105119,2.59,1.295,2,Low
105120,5.4399999999999995,1.0879999999999999,5,Low
105121,3.5999999999999996,1.7999999999999998,3,Low
105122,1.99,1.99,1,Low
105123,3.55,0.8875,4,Low
105125,3.84,1.28,3,Low
105126,11.86,1.6942857142857142,8,Low
105128,2.19,2.19,1,Low
105129,4.66,1.5533333333333335,3,Low
105130,23.51,1.3829411764705883,17,Low
105132,21.38,2.138,14,Low
105133,7.53,1.0757142857142858,7,Low
105138,0.75,0.75,1,Low
105139,22.16,1.7046153846153846,16,Low
105140,19.85,1.417857142857143,14,Low
105142,8.82,1.47,6,Low
105144,0.49,0.49,1,Low
105147,6.28,0.8971428571428571,7,Low
105148,10.379999999999999,2.0759999999999996,8,Low
105150,23.75,1.1875,22,Low
105151,4.04,1.3466666666666667,3,Low
105153,13.34,1.6675,8,Low
105154,7.53,2.5100000000000002,3,Low
105155,23.09,1.9241666666666666,13,Low
105156,3.34,1.67,2,Low
105161,10.07,2.0140000000000002,5,Low
105162,5.47,1.8233333333333333,3,Low
105163,1.18,1.18,2,Low
105164,15.19,2.17,7,Low
105165,2.58,1.29,2,Low
105166,26.060000000000002,2.369090909090909,14,Low
105167,3.16,1.58,2,Low
105169,2.08,1.04,2,Low
105170,5.97,1.99,3,Low
105171,1.59,1.59,1,Low
105172,27.63,1.8419999999999999,16,Low
105173,5.54,1.108,6,Low
105177,3.04,1.52,2,Low
105184,1.6,1.6,2,Low
105185,2.15,2.15,1,Low
105189,7.27,2.4233333333333333,6,Low
105191,5.25,1.3125,4,Low
105192,4.88,1.6266666666666667,4,Low
105193,8.65,1.73,5,Low
105194,4.54,1.5133333333333334,3,Low
105195,1.69,1.69,1,Low
105196,1.59,1.59,1,Low
105198,2.42,0.8066666666666666,3,Low
105199,2.38,2.38,2,Low
105204,6.67,1.6675,5,Low
105205,6.53,1.306,5,Low
105207,3.96,0.99,4,Low
105208,0.89,0.89,1,Low
105209,3.98,1.99,2,Low
105210,7.25,1.8125,4,Low
105211,15.09,2.515,7,Low
105213,9.15,1.83,5,Low
105214,0.8,0.8,1,Low
105215,1.39,1.39,1,Low
105216,2.73,1.365,2,Low
105217,5.67,1.89,3,Low
105219,1.25,1.25,1,Low
105220,3.3200000000000003,1.6600000000000001,4,Low
105221,5.23,1.7433333333333334,3,Low
105222,3.09,3.09,1,Low
105223,16.16,2.6933333333333334,7,Low
105224,23.56,1.3858823529411763,20,Low
105225,7.5600000000000005,3.7800000000000002,8,Low
105226,3.69,1.845,2,Low
105227,1.99,1.99,1,Low
105228,1.19,1.19,1,Low
105229,16.71,2.3871428571428575,12,Low
105231,1.65,1.65,1,Low
105233,6.48,3.24,2,Low
105234,1.5,1.5,1,Low
105235,2.01,1.005,2,Low
105236,1.34,1.34,2,Low
105237,11.43,1.6328571428571428,7,Low
105238,1.99,1.99,1,Low
105239,3.98,3.98,2,Low
105241,4.99,2.495,3,Low
105245,1.58,0.79,2,Low
105246,7.47,1.8675,4,Low
105249,4.74,2.37,2,Low
105251,0.9,0.45,2,Low
105252,4.640000000000001,2.3200000000000003,2,Low
105253,3.11,1.0366666666666666,5,Low
105254,1.34,0.67,2,Low
105256,35.04,2.336,20,Low
105257,1.99,1.99,1,Low
105258,2.78,2.78,2,Low
105261,33.55,1.458695652173913,42,Low
105262,9.68,2.42,4,Low
105263,10.48,1.31,10,Low
105264,8.46,2.115,4,Low
105265,2.39,2.39,1,Low
105267,2.1799999999999997,1.0899999999999999,2,Low
105268,16.11,1.4645454545454546,11,Low
105269,5.0,2.5,2,Low
105270,1.5,1.5,1,Low
105271,10.89,1.5557142857142858,7,Low
105274,3.78,3.78,2,Low
105275,32.62,2.3299999999999996,15,Low
105276,13.100000000000001,2.1833333333333336,6,Low
105277,2.77,0.9233333333333333,3,Low
105278,8.11,1.6219999999999999,5,Low
105281,1.19,1.19,1,Low
105284,4.39,1.4633333333333332,3,Low
105285,8.73,1.746,7,Low
105286,11.18,1.5971428571428572,10,Low
105288,12.8,2.56,7,Low
105290,22.61,2.82625,10,Low
105291,3.87,0.9675,4,Low
105292,7.07,2.356666666666667,3,Low
105293,26.25,2.3863636363636362,13,Low
105294,1.25,1.25,1,Low
105295,15.9,1.59,10,Low
105296,19.43,1.214375,16,Low
105299,6.33,2.11,3,Low
105300,10.0,5.0,4,Low
105302,1.57,1.57,1,Low
105305,22.32,2.232,11,Low
105306,11.4,1.9000000000000001,6,Low
105307,12.72,2.544,6,Low
105312,11.780000000000001,2.9450000000000003,6,Low
105313,2.79,2.79,1,Low
105316,6.96,1.16,6,Low
105317,0.75,0.75,1,Low
105319,1.98,1.98,2,Low
105320,16.14,8.07,6,Low
105322,4.78,2.39,2,Low
105324,21.62,1.8016666666666667,13,Low
105325,21.580000000000002,3.082857142857143,9,Low
105328,18.13,2.26625,12,Low
105334,2.82,0.94,3,Low
105335,19.57,1.957,12,Low
105336,35.31,1.2610714285714286,29,Low
105337,5.48,1.8266666666666669,3,Low
105338,3.99,1.995,3,Low
105339,1.49,1.49,1,Low
105343,6.7,3.35,2,Low
105344,7.28,1.82,4,Low
105345,7.63,1.09,7,Low
105347,2.19,2.19,1,Low
105351,22.830000000000002,1.9025,15,Low
105352,10.34,1.7233333333333334,6,Low
105354,10.41,2.6025,5,Low
105355,1.29,1.29,1,Low
105356,19.96,1.5353846153846153,20,Low
105357,1.98,0.99,2,Low
105361,3.19,3.19,1,Low
105362,26.67,2.0515384615384615,21,Low
105365,1.69,0.845,2,Low
105366,5.08,1.6933333333333334,3,Low
105367,6.67,2.223333333333333,4,Low
105368,31.42,2.8563636363636364,13,Low
105369,2.29,2.29,1,Low
105370,14.59,1.82375,8,Low
105371,6.25,2.0833333333333335,3,Low
105372,14.75,2.107142857142857,7,Low
105373,12.73,1.8185714285714287,7,Low
105374,9.31,1.16375,8,Low
105376,2.69,1.345,2,Low
105378,2.4,1.2,2,Low
105380,4.43,2.215,3,Low
105385,3.19,3.19,1,Low
105387,11.959999999999999,1.7085714285714284,9,Low
105389,0.84,0.84,1,Low
105390,1.5,1.5,1,Low
105392,2.19,2.19,1,Low
105393,15.26,1.526,14,Low
105394,3.65,1.825,4,Low
105396,4.98,2.49,2,Low
105397,1.8,0.9,2,Low
105398,1.39,1.39,1,Low
105402,16.8,1.2923076923076924,14,Low
105404,5.43,1.8099999999999998,3,Low
105406,2.7800000000000002,1.3900000000000001,2,Low
105407,39.81,2.6540000000000004,21,Low
105408,13.959999999999999,1.1633333333333333,12,Low
105409,11.950000000000001,1.7071428571428573,8,Low
105411,4.1899999999999995,1.3966666666666665,3,Low
105412,2.17,1.085,2,Low
105413,0.99,0.99,1,Low
105415,9.690000000000001,1.3842857142857146,8,Low
105417,6.03,1.206,5,Low
105420,12.809999999999999,3.2024999999999997,7,Low
105421,5.53,1.106,5,Low
105422,18.74,2.3425,13,Low
105423,3.75,1.875,2,Low
105424,3.75,1.25,3,Low
105428,1.19,1.19,1,Low
105429,8.97,1.12125,9,Low
105430,11.02,1.8366666666666667,6,Low
105436,4.640000000000001,2.3200000000000003,2,Low
105437,5.96,1.192,5,Low
105439,10.19,1.6983333333333333,10,Low
105441,4.46,1.115,5,Low
105442,4.18,2.09,2,Low
105444,35.65,3.565,17,Low
105445,3.59,3.59,1,Low
105446,10.53,1.755,7,Low
105447,7.28,2.4266666666666667,5,Low
105448,2.83,1.415,3,Low
105449,7.29,1.8225,5,Low
105452,0.49,0.49,1,Low
105454,6.34,3.17,2,Low
105455,2.19,2.19,1,Low
105456,1.58,1.58,2,Low
105457,5.47,2.735,3,Low
105458,11.09,2.218,5,Low
105459,1.98,1.98,2,Low
105460,1.5,1.5,1,Low
105463,8.27,1.654,5,Low
105464,4.38,4.38,2,Low
105466,1.99,1.99,1,Low
105468,0.67,0.67,1,Low
105469,7.78,1.556,8,Low
105470,3.09,3.09,1,Low
105472,4.9399999999999995,1.6466666666666665,3,Low
105477,43.49,2.718125,25,Low
105478,14.780000000000001,1.4780000000000002,11,Low
105479,19.83,1.5253846153846153,14,Low
105481,3.49,1.745,3,Low
105482,12.07,2.414,5,Low
105484,12.31,2.462,5,Low
105486,6.63,2.21,3,Low
105487,7.07,1.7675,5,Low
105488,1.85,1.85,1,Low
105489,8.87,2.9566666666666666,3,Low
105491,4.37,0.874,6,Low
105492,4.49,1.4966666666666668,3,Low
105494,5.43,1.3575,4,Low
105495,8.13,0.9033333333333334,9,Low
105499,0.99,0.99,1,Low
105501,1.99,1.99,1,Low
105502,1.98,0.99,2,Low
105504,7.64,2.5466666666666664,4,Low
105505,3.19,3.19,1,Low
105506,1.5,1.5,1,Low
105508,1.89,1.89,1,Low
105509,2.04,1.02,2,Low
105510,3.59,3.59,1,Low
105511,49.26,2.1417391304347824,24,Low
105512,4.5,1.5,3,Low
105513,6.15,1.5375,5,Low
105514,0.99,0.99,1,Low
105515,9.57,1.3671428571428572,9,Low
105516,5.26,0.8766666666666666,6,Low
105517,4.38,2.19,2,Low
105518,6.35,1.27,5,Low
105520,20.88,1.8981818181818182,11,Low
105521,3.3400000000000003,1.1133333333333335,4,Low
105522,0.67,0.67,1,Low
105524,10.1,1.6833333333333333,8,Low
105525,13.02,2.17,6,Low
105528,29.91,1.3004347826086957,27,Low
105529,1.99,1.99,1,Low
105530,10.99,1.57,7,Low
105534,6.47,2.1566666666666667,3,Low
105538,4.15,1.3833333333333335,3,Low
105539,6.140000000000001,3.0700000000000003,2,Low
105541,1.25,1.25,1,Low
105542,0.89,0.89,1,Low
105543,2.66,1.33,2,Low
105544,1.25,1.25,1,Low
105545,3.0,3.0,2,Low
105546,22.76,2.2760000000000002,10,Low
105550,11.15,1.39375,8,Low
105551,2.99,2.99,1,Low
105553,10.040000000000001,3.346666666666667,4,Low
105554,1.69,1.69,1,Low
105556,1.39,1.39,1,Low
105558,2.48,1.24,2,Low
105561,8.77,1.754,5,Low
105564,6.38,3.19,2,Low
105565,22.93,2.5477777777777777,9,Low
105566,4.98,1.6600000000000001,3,Low
105567,12.7,2.1166666666666667,6,Low
105568,25.03,2.0858333333333334,12,Low
105571,2.1799999999999997,1.0899999999999999,2,Low
105573,6.28,2.0933333333333333,7,Low
105574,1.94,0.97,2,Low
105576,13.98,1.270909090909091,11,Low
105577,2.59,2.59,1,Low
105579,5.58,1.395,4,Low
105585,6.8100000000000005,1.135,6,Low
105586,2.99,2.99,1,Low
105587,10.47,2.0940000000000003,5,Low
105588,0.45,0.45,1,Low
105590,13.2,1.8857142857142857,8,Low
105591,17.15,1.4291666666666665,12,Low
105592,9.89,1.6483333333333334,7,Low
105593,11.51,1.278888888888889,9,Low
105595,0.99,0.99,1,Low
105596,8.99,0.9988888888888889,9,Low
105597,9.35,2.3375,5,Low
105598,0.45,0.45,1,Low
105599,4.03,2.015,2,Low
105601,7.36,1.472,5,Low
105602,1.18,1.18,2,Low
105603,9.54,1.908,9,Low
105604,7.0600000000000005,2.3533333333333335,3,Low
105605,4.59,4.59,1,Low
105607,13.84,2.768,8,Low
105608,11.42,1.9033333333333333,6,Low
105609,0.58,0.58,2,Low
105610,16.9,1.69,12,Low
105611,1.29,1.29,1,Low
105612,2.17,1.085,2,Low
105613,2.95,1.475,2,Low
105614,0.84,0.84,1,Low
105616,0.99,0.99,1,Low
105618,8.74,2.185,4,Low
105619,18.02,1.802,10,Low
105620,27.23,2.723,15,Low
105621,3.96,0.792,6,Low
105622,7.12,1.424,5,Low
105623,3.98,1.99,2,Low
105624,3.67,1.835,3,Low
105625,0.99,0.99,1,Low
105627,3.74,1.2466666666666668,5,Low
105628,8.25,2.75,5,Low
105629,2.49,2.49,1,Low
105631,3.53,1.765,2,Low
105635,2.7800000000000002,1.3900000000000001,2,Low
105637,3.19,3.19,1,Low
105639,13.43,2.2383333333333333,7,Low
105642,12.33,1.233,10,Low
105643,2.0,2.0,1,Low
105645,7.97,2.6566666666666667,3,Low
105646,5.76,1.44,4,Low
105648,2.19,2.19,1,Low
105649,5.83,1.4575,5,Low
